,orig.ident,nCount_RNA,nFeature_RNA,RNA_snn_res.1,seurat_clusters,assign.ident,assign.score,Amp_batch,source,patient,assign.CIBERSORT,assign.curated,assign.level3_anno,assign.level1_anno
WMC0035563_GSM3496372_AB3088_T,0,1509.0,802,8,8,CD8Tex,2.3728707457939557,87,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC220506_GSM3496401_AB3941_Tu,0,1133.0,629,19,19,Fibroblasts,0.7993594823534205,116,1,20,Fibroblasts,Fibroblasts,Fibroblasts,1
W845180_GSM3496364_AB2919_Tumo,0,2825.0,966,1,1,CD8Tex,4.089338694095589,79,1,12,CD8Tex,CD8Tex,CD8Tex,0
W840490_GSM3496352_AB2907_Tumo,0,1719.0,714,1,1,CD8Tex,4.089338694095589,67,1,28,CD8Tex,CD8Tex,CD8Tex,0
W695196_GSM3496335_AB2521_Tumo,0,1377.0,683,6,6,CD8Tex,3.0350785138802134,50,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0107502_GSM3496382_AB3275_T,0,2223.0,691,3,3,CD4Tconv,1.0945560605446019,97,1,0,CD4Tconv,CD4Tconv,CD4Tnaive,0
W691967_GSM3496326_AB2512_Tumo,0,1785.0,745,1,1,CD8Tex,4.089338694095589,41,1,24,CD8Tex,CD8Tex,CD8Tex,0
W693927_GSM3496332_AB2518_Tumo,0,1908.0,760,0,0,CD8Tex,3.0066744286892493,47,1,24,CD8Tex,CD8Tex,CD8Tex,0
W695406_GSM3496335_AB2521_Tumo,0,1836.0,715,0,0,CD8Tex,3.0066744286892493,50,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC293822_GSM3496432_AB4140_Tu,0,7548.0,1796,20,20,TMKI67,2.162243283700641,147,1,17,TMKI67,TMKI67,TMKI67,0
WMC809495_GSM3496486_AB5492_PB,0,1343.0,512,3,3,CD4Tconv,1.0945560605446019,201,0,21,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC222453_GSM3496406_AB3946_Tu,0,2691.0,978,11,11,pDC,2.9395231999772227,121,1,1,pDC,DC,DC,0
WMC329658_GSM3496441_AB4234_Tu,0,2680.0,1134,5,5,Mono/Macro,3.5403363819401705,156,1,26,Mono/Macro,Mono/Macro,M1,0
W688957_GSM3496319_AB2505_Tumo,0,4443.0,1531,6,6,CD8Tex,3.0350785138802134,34,1,24,CD8Tex,CD8Tex,CD8Tex,0
W841023_GSM3496354_AB2909_Tumo,0,1139.0,575,8,8,CD8Tex,2.3728707457939557,69,1,28,CD8Tex,CD8Tex,CD8Tex,0
W684570_GSM3496307_AB2493_Tumo,0,1431.0,531,8,8,CD8Tex,2.3728707457939557,22,1,6,CD8Tex,CD8Tex,CD8Tex,0
W695423_GSM3496335_AB2521_Tumo,0,2484.0,1001,1,1,CD8Tex,4.089338694095589,50,1,24,CD8Tex,CD8Tex,CD8Tex,0
W702823_GSM3496336_AB2541_Tumo,0,1440.0,604,9,9,TMKI67,2.1419943291597425,51,1,4,TMKI67,TMKI67,TMKI67,0
W839573_GSM3496350_AB2905_Tumo,0,1614.0,600,3,3,CD4Tconv,1.0945560605446019,65,1,8,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC626058_GSM3496462_AB5014_Tu,0,2363.0,890,4,4,Mono/Macro,5.045165456293893,177,1,22,Mono/Macro,Mono/Macro,Monocyte,0
W694396_GSM3496333_AB2519_Tumo,0,12661.0,2876,10,10,TMKI67,3.9990709402858386,48,1,24,TMKI67,TMKI67,TMKI67,0
WMC785374_GSM3496483_AB5429_PB,0,2773.0,588,3,3,CD4Tconv,1.0945560605446019,198,0,9,CD4Tconv,CD4Tconv,CD4Tnaive,0
W872048_GSM3496366_AB2989_Tumo,0,2920.0,1270,13,13,B,1.9443252866230427,81,1,12,B,pDC,pDC,0
WMC331466_GSM3496445_AB4238_Tu,0,1387.0,650,5,5,Mono/Macro,3.5403363819401705,160,1,26,Mono/Macro,Mono/Macro,M1,0
WMC627061_GSM3496465_AB5017_Tu,0,2413.0,860,0,0,CD8Tex,3.0066744286892493,180,1,22,CD8Tex,CD8Tex,CD8Tex,0
W844114_GSM3496362_AB2917_Tumo,0,1957.0,596,0,0,CD8Tex,3.0066744286892493,77,1,12,CD8Tex,CD8Tex,CD8Tex,0
W844242_GSM3496362_AB2917_Tumo,0,1594.0,722,0,0,CD8Tex,3.0066744286892493,77,1,12,CD8Tex,CD8Tex,CD8Tex,0
W689543_GSM3496320_AB2506_Tumo,0,1898.0,726,6,6,CD8Tex,3.0350785138802134,35,1,24,CD8Tex,CD8Tex,CD8Tex,0
W839872_GSM3496351_AB2906_Tumo,0,2621.0,983,1,1,CD8Tex,4.089338694095589,66,1,28,CD8Tex,CD8Tex,CD8Tex,0
W844178_GSM3496362_AB2917_Tumo,0,2310.0,599,3,3,CD4Tconv,1.0945560605446019,77,1,12,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC288573_GSM3496419_AB4127_Tu,0,1576.0,506,2,2,B,4.4137903050582095,134,1,25,B,B,B,0
WMC222459_GSM3496406_AB3946_Tu,0,4599.0,1669,5,5,Mono/Macro,3.5403363819401705,121,1,1,Mono/Macro,Mono/Macro,M1,0
WMC627733_GSM3496467_AB5019_Tu,0,2119.0,816,10,10,TMKI67,3.9990709402858386,182,1,22,TMKI67,TMKI67,TMKI67,0
WMC626021_GSM3496462_AB5014_Tu,0,1985.0,709,1,1,CD8Tex,4.089338694095589,177,1,22,CD8Tex,CD8Tex,CD8Tex,0
WMC250695_GSM3496408_AB4028_Tu,0,1699.0,595,1,1,CD8Tex,4.089338694095589,123,1,18,CD8Tex,CD8Tex,CD8Tex,0
W687260_GSM3496314_AB2500_Tumo,0,2899.0,867,2,2,B,4.4137903050582095,29,1,6,B,B,B,0
WMC808848_GSM3496484_AB5490_PB,0,2154.0,764,0,0,CD8Tex,3.0066744286892493,199,0,21,CD8Tex,CD8Tex,CD8Tex,0
WMC222359_GSM3496406_AB3946_Tu,0,4775.0,1567,4,4,Mono/Macro,5.045165456293893,121,1,1,Mono/Macro,Mono/Macro,Monocyte,0
WMC0031898_GSM3496368_AB3078_T,0,1520.0,691,0,0,CD8Tex,3.0066744286892493,83,1,29,CD8Tex,CD8Tex,CD8Tex,0
W705939_GSM3496339_AB2549_Tumo,0,1570.0,635,2,2,B,4.4137903050582095,54,1,6,B,B,B,0
WMC784233_GSM3496480_AB5426_PB,0,1622.0,529,3,3,CD4Tconv,1.0945560605446019,195,0,9,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC626325_GSM3496463_AB5015_Tu,0,2874.0,940,11,11,pDC,2.9395231999772227,178,1,22,pDC,DC,DC,0
WMC286432_GSM3496413_AB4121_Tu,0,1578.0,563,3,3,CD4Tconv,1.0945560605446019,128,1,25,CD4Tconv,CD4Tconv,CD4Tnaive,0
W840410_GSM3496352_AB2907_Tumo,0,3681.0,1270,6,6,CD8Tex,3.0350785138802134,67,1,28,CD8Tex,CD8Tex,CD8Tex,0
WMC137930_GSM3496394_AB3725_Tu,0,3844.0,811,18,18,Mono/Macro,1.7507389384025052,109,1,16,Mono/Macro,Mono/Macro,Monocyte,0
WMC287750_GSM3496416_AB4124_Tu,0,1650.0,527,3,3,CD4Tconv,1.0945560605446019,131,1,25,CD4Tconv,CD4Tconv,CD4Tnaive,0
W840594_GSM3496353_AB2908_Tumo,0,1704.0,620,7,7,Mono/Macro,4.5137206227938425,68,1,28,Mono/Macro,Mono/Macro,Monocyte,0
WMC380570_GSM3496454_AB4366_PB,0,1663.0,558,0,0,CD8Tex,3.0066744286892493,169,0,5,CD8Tex,CD8Tex,CD8Tex,0
W544228_GSM3496296_AB2100_Tumo,0,1615.0,788,1,1,CD8Tex,4.089338694095589,11,1,2,CD8Tex,CD8Tex,CD8Tex,0
W685452_GSM3496309_AB2495_Tumo,0,2791.0,941,2,2,B,4.4137903050582095,24,1,6,B,B,B,0
W844244_GSM3496362_AB2917_Tumo,0,1753.0,566,3,3,CD4Tconv,1.0945560605446019,77,1,12,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC0038707_GSM3496380_AB3096_T,0,3016.0,1173,0,0,CD8Tex,3.0066744286892493,95,1,29,CD8Tex,CD8Tex,CD8Tex,0
W461997_GSM3496285_AB1889_Tumo,0,1711.0,864,9,9,TMKI67,2.1419943291597425,0,1,14,TMKI67,TMKI67,TMKI67,0
WMC250909_GSM3496408_AB4028_Tu,0,1470.0,507,3,3,CD4Tconv,1.0945560605446019,123,1,18,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC626465_GSM3496464_AB5016_Tu,0,2992.0,1064,9,9,TMKI67,2.1419943291597425,179,1,22,TMKI67,TMKI67,TMKI67,0
W689939_GSM3496321_AB2507_Tumo,0,4059.0,1540,9,9,TMKI67,2.1419943291597425,36,1,24,TMKI67,TMKI67,TMKI67,0
W703287_GSM3496337_AB2542_Tumo,0,7344.0,2239,10,10,TMKI67,3.9990709402858386,52,1,4,TMKI67,TMKI67,TMKI67,0
WMC624322_GSM3496458_AB5010_Tu,0,1587.0,687,1,1,CD8Tex,4.089338694095589,173,1,22,CD8Tex,CD8Tex,CD8Tex,0
W871807_GSM3496366_AB2989_Tumo,0,9091.0,2853,18,18,Mono/Macro,1.7507389384025052,81,1,12,Mono/Macro,Mono/Macro,Monocyte,0
WMC329970_GSM3496441_AB4234_Tu,0,3594.0,1281,5,5,Mono/Macro,3.5403363819401705,156,1,26,Mono/Macro,Mono/Macro,M1,0
W688991_GSM3496319_AB2505_Tumo,0,3137.0,1094,1,1,CD8Tex,4.089338694095589,34,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0038085_GSM3496378_AB3094_T,0,16277.0,4073,10,10,TMKI67,3.9990709402858386,93,1,29,TMKI67,TMKI67,TMKI67,0
W843567_GSM3496360_AB2915_Tumo,0,2107.0,922,8,8,CD8Tex,2.3728707457939557,75,1,12,CD8Tex,CD8Tex,CD8Tex,0
W688711_GSM3496318_AB2504_Tumo,0,2433.0,788,3,3,CD4Tconv,1.0945560605446019,33,1,24,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC808893_GSM3496485_AB5491_PB,0,2138.0,742,4,4,Mono/Macro,5.045165456293893,200,0,21,Mono/Macro,Mono/Macro,Monocyte,0
W714086_GSM3496341_AB2570_Tumo,0,3219.0,1113,1,1,CD8Tex,4.089338694095589,56,1,4,CD8Tex,CD8Tex,CD8Tex,0
W687107_GSM3496314_AB2500_Tumo,0,1858.0,697,2,2,B,4.4137903050582095,29,1,6,B,B,B,0
W839328_GSM3496349_AB2904_Tumo,0,1717.0,713,1,1,CD8Tex,4.089338694095589,64,1,8,CD8Tex,CD8Tex,CD8Tex,0
WMC0036720_GSM3496375_AB3091_T,0,8706.0,1060,12,12,Plasma,2.8827375079550275,90,1,29,Plasma,Plasma,Plasma,0
W692320_GSM3496327_AB2513_Tumo,0,2212.0,848,1,1,CD8Tex,4.089338694095589,42,1,24,CD8Tex,CD8Tex,CD8Tex,0
W695148_GSM3496335_AB2521_Tumo,0,2796.0,1091,1,1,CD8Tex,4.089338694095589,50,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0037264_GSM3496376_AB3092_T,0,1130.0,529,2,2,B,4.4137903050582095,91,1,29,B,B,B,0
W688607_GSM3496318_AB2504_Tumo,0,3676.0,1411,1,1,CD8Tex,4.089338694095589,33,1,24,CD8Tex,CD8Tex,CD8Tex,0
W691706_GSM3496326_AB2512_Tumo,0,1579.0,682,6,6,CD8Tex,3.0350785138802134,41,1,24,CD8Tex,CD8Tex,CD8Tex,0
W841979_GSM3496356_AB2911_Tumo,0,2206.0,814,7,7,Mono/Macro,4.5137206227938425,71,1,28,Mono/Macro,Mono/Macro,Monocyte,0
W841029_GSM3496354_AB2909_Tumo,0,1683.0,680,7,7,Mono/Macro,4.5137206227938425,69,1,28,Mono/Macro,Mono/Macro,Monocyte,0
W843775_GSM3496361_AB2916_Tumo,0,1274.0,517,3,3,CD4Tconv,1.0945560605446019,76,1,12,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC627203_GSM3496465_AB5017_Tu,0,1428.0,512,4,4,Mono/Macro,5.045165456293893,180,1,22,Mono/Macro,Mono/Macro,Monocyte,0
W689549_GSM3496320_AB2506_Tumo,0,2434.0,796,0,0,CD8Tex,3.0066744286892493,35,1,24,CD8Tex,CD8Tex,CD8Tex,0
W685714_GSM3496310_AB2496_Tumo,0,2712.0,933,2,2,B,4.4137903050582095,25,1,6,B,B,B,0
W703793_GSM3496338_AB2543_Tumo,0,2540.0,806,10,10,TMKI67,3.9990709402858386,53,1,3,TMKI67,TMKI67,TMKI67,0
W840186_GSM3496351_AB2906_Tumo,0,1902.0,746,10,10,TMKI67,3.9990709402858386,66,1,28,TMKI67,TMKI67,TMKI67,0
WMC0037483_GSM3496377_AB3093_T,0,3049.0,1348,13,13,B,1.9443252866230427,92,1,29,B,pDC,pDC,0
WMC293744_GSM3496432_AB4140_Tu,0,10372.0,1081,12,12,Plasma,2.8827375079550275,147,1,17,Plasma,Plasma,Plasma,0
W707400_GSM3496340_AB2553_Tumo,0,2008.0,671,4,4,Mono/Macro,5.045165456293893,55,1,4,Mono/Macro,Mono/Macro,Monocyte,0
WMC294771_GSM3496435_AB4143_Tu,0,2808.0,1000,6,6,CD8Tex,3.0350785138802134,150,1,17,CD8Tex,CD8Tex,CD8Tex,0
W872195_GSM3496367_AB2990_Tumo,0,2097.0,710,4,4,Mono/Macro,5.045165456293893,82,1,12,Mono/Macro,Mono/Macro,Monocyte,0
WMC290758_GSM3496424_AB4132_Tu,0,1976.0,750,7,7,Mono/Macro,4.5137206227938425,139,1,25,Mono/Macro,Mono/Macro,Monocyte,0
WMC221547_GSM3496404_AB3944_Tu,0,1457.0,571,0,0,CD8Tex,3.0066744286892493,119,1,1,CD8Tex,CD8Tex,CD8Tex,0
W841366_GSM3496355_AB2910_Tumo,0,1705.0,678,7,7,Mono/Macro,4.5137206227938425,70,1,28,Mono/Macro,Mono/Macro,Monocyte,0
W839520_GSM3496350_AB2905_Tumo,0,1501.0,588,3,3,CD4Tconv,1.0945560605446019,65,1,8,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC0108879_GSM3496386_AB3279_T,0,1555.0,566,6,6,CD8Tex,3.0350785138802134,101,1,13,CD8Tex,CD8Tex,CD8Tex,0
W844481_GSM3496363_AB2918_Tumo,0,1461.0,617,1,1,CD8Tex,4.089338694095589,78,1,12,CD8Tex,CD8Tex,CD8Tex,0
W841362_GSM3496355_AB2910_Tumo,0,1344.0,516,7,7,Mono/Macro,4.5137206227938425,70,1,28,Mono/Macro,Mono/Macro,Monocyte,0
W839771_GSM3496350_AB2905_Tumo,0,1677.0,559,0,0,CD8Tex,3.0066744286892493,65,1,8,CD8Tex,CD8Tex,CD8Tex,0
W841348_GSM3496354_AB2909_Tumo,0,2613.0,1042,7,7,Mono/Macro,4.5137206227938425,69,1,28,Mono/Macro,Mono/Macro,Monocyte,0
WMC291455_GSM3496426_AB4134_Tu,0,1142.0,534,8,8,CD8Tex,2.3728707457939557,141,1,17,CD8Tex,CD8Tex,CD8Tex,0
W687749_GSM3496315_AB2501_Tumo,0,2897.0,1061,2,2,B,4.4137903050582095,30,1,6,B,B,B,0
W688823_GSM3496318_AB2504_Tumo,0,1626.0,635,6,6,CD8Tex,3.0350785138802134,33,1,24,CD8Tex,CD8Tex,CD8Tex,0
W541996_GSM3496290_AB2094_Tumo,0,1727.0,793,3,3,CD4Tconv,1.0945560605446019,5,1,14,CD4Tconv,CD4Tconv,CD4Tnaive,0
W840430_GSM3496352_AB2907_Tumo,0,2353.0,825,6,6,CD8Tex,3.0350785138802134,67,1,28,CD8Tex,CD8Tex,CD8Tex,0
W837890_GSM3496345_AB2900_Tumo,0,1582.0,643,10,10,TMKI67,3.9990709402858386,60,1,28,TMKI67,TMKI67,TMKI67,0
WMC328059_GSM3496436_AB4229_Tu,0,3629.0,1107,0,0,CD8Tex,3.0066744286892493,151,1,26,CD8Tex,CD8Tex,CD8Tex,0
W545558_GSM3496299_AB2103_Tumo,0,1122.0,542,2,2,B,4.4137903050582095,14,1,2,B,B,B,0
W463822_GSM3496287_AB1891_Tumo,0,1785.0,805,4,4,Mono/Macro,5.045165456293893,2,1,14,Mono/Macro,Mono/Macro,Monocyte,0
W462091_GSM3496285_AB1889_Tumo,0,4414.0,1895,10,10,TMKI67,3.9990709402858386,0,1,14,TMKI67,TMKI67,TMKI67,0
W544059_GSM3496295_AB2099_Tumo,0,4327.0,1761,4,4,Mono/Macro,5.045165456293893,10,1,2,Mono/Macro,Mono/Macro,Monocyte,0
W686927_GSM3496313_AB2499_Tumo,0,2572.0,839,3,3,CD4Tconv,1.0945560605446019,28,1,6,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC0109966_GSM3496389_AB3282_T,0,1384.0,532,3,3,CD4Tconv,1.0945560605446019,104,1,13,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC329454_GSM3496440_AB4233_Tu,0,2126.0,957,5,5,Mono/Macro,3.5403363819401705,155,1,26,Mono/Macro,Mono/Macro,M1,0
WMC331419_GSM3496445_AB4238_Tu,0,3846.0,1572,5,5,Mono/Macro,3.5403363819401705,160,1,26,Mono/Macro,Mono/Macro,M1,0
W715785_GSM3496342_AB2574_Tumo,0,2626.0,894,1,1,CD8Tex,4.089338694095589,57,1,3,CD8Tex,CD8Tex,CD8Tex,0
WMC288417_GSM3496418_AB4126_Tu,0,1465.0,593,2,2,B,4.4137903050582095,133,1,25,B,B,B,0
WMC219109_GSM3496398_AB3938_Tu,0,6997.0,1538,16,16,Fibroblasts,0.5163241565316956,113,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
W546700_GSM3496302_AB2106_Tumo,0,1694.0,719,0,0,CD8Tex,3.0066744286892493,17,1,2,CD8Tex,CD8Tex,CD8Tex,0
WMC331382_GSM3496445_AB4238_Tu,0,1165.0,616,5,5,Mono/Macro,3.5403363819401705,160,1,26,Mono/Macro,Mono/Macro,M1,0
W693049_GSM3496329_AB2515_Tumo,0,3666.0,1135,9,9,TMKI67,2.1419943291597425,44,1,24,TMKI67,TMKI67,TMKI67,0
WMC627974_GSM3496467_AB5019_Tu,0,1275.0,508,0,0,CD8Tex,3.0066744286892493,182,1,22,CD8Tex,CD8Tex,CD8Tex,0
WMC219198_GSM3496398_AB3938_Tu,0,3867.0,1459,16,16,Fibroblasts,0.5163241565316956,113,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC293581_GSM3496432_AB4140_Tu,0,5844.0,912,12,12,Plasma,2.8827375079550275,147,1,17,Plasma,Plasma,Plasma,0
WMC331380_GSM3496445_AB4238_Tu,0,1942.0,862,5,5,Mono/Macro,3.5403363819401705,160,1,26,Mono/Macro,Mono/Macro,M1,0
WMC219628_GSM3496399_AB3939_Tu,0,1524.0,575,1,1,CD8Tex,4.089338694095589,114,1,20,CD8Tex,CD8Tex,CD8Tex,0
W692153_GSM3496327_AB2513_Tumo,0,1304.0,580,6,6,CD8Tex,3.0350785138802134,42,1,24,CD8Tex,CD8Tex,CD8Tex,0
W693654_GSM3496331_AB2517_Tumo,0,1332.0,639,7,7,Mono/Macro,4.5137206227938425,46,1,24,Mono/Macro,Mono/Macro,Monocyte,0
WMC138386_GSM3496395_AB3726_Tu,0,1732.0,664,4,4,Mono/Macro,5.045165456293893,110,1,16,Mono/Macro,Mono/Macro,Monocyte,0
WMC292255_GSM3496428_AB4136_Tu,0,1610.0,680,8,8,CD8Tex,2.3728707457939557,143,1,17,CD8Tex,CD8Tex,CD8Tex,0
WMC329752_GSM3496441_AB4234_Tu,0,1777.0,764,5,5,Mono/Macro,3.5403363819401705,156,1,26,Mono/Macro,Mono/Macro,M1,0
WMC810099_GSM3496488_AB5494_PB,0,1934.0,572,3,3,CD4Tconv,1.0945560605446019,203,0,21,CD4Tconv,CD4Tconv,CD4Tnaive,0
W694829_GSM3496334_AB2520_Tumo,0,15653.0,3153,10,10,TMKI67,3.9990709402858386,49,1,24,TMKI67,TMKI67,TMKI67,0
W693557_GSM3496331_AB2517_Tumo,0,3620.0,1249,13,13,B,1.9443252866230427,46,1,24,B,pDC,pDC,0
W837526_GSM3496345_AB2900_Tumo,0,1439.0,545,6,6,CD8Tex,3.0350785138802134,60,1,28,CD8Tex,CD8Tex,CD8Tex,0
W694017_GSM3496332_AB2518_Tumo,0,1718.0,816,6,6,CD8Tex,3.0350785138802134,47,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC808593_GSM3496484_AB5490_PB,0,2524.0,873,4,4,Mono/Macro,5.045165456293893,199,0,21,Mono/Macro,Mono/Macro,Monocyte,0
W690173_GSM3496322_AB2508_Tumo,0,1584.0,648,1,1,CD8Tex,4.089338694095589,37,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC286589_GSM3496413_AB4121_Tu,0,2042.0,815,0,0,CD8Tex,3.0066744286892493,128,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC0107020_GSM3496381_AB3274_T,0,3971.0,910,2,2,B,4.4137903050582095,96,1,27,B,B,B,0
WMC0036739_GSM3496375_AB3091_T,0,1833.0,933,8,8,CD8Tex,2.3728707457939557,90,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC626471_GSM3496464_AB5016_Tu,0,7268.0,1927,10,10,TMKI67,3.9990709402858386,179,1,22,TMKI67,TMKI67,TMKI67,0
W687350_GSM3496314_AB2500_Tumo,0,2282.0,651,2,2,B,4.4137903050582095,29,1,6,B,B,B,0
WMC808952_GSM3496485_AB5491_PB,0,3682.0,1028,4,4,Mono/Macro,5.045165456293893,200,0,21,Mono/Macro,Mono/Macro,Monocyte,0
W713918_GSM3496341_AB2570_Tumo,0,2805.0,892,11,11,pDC,2.9395231999772227,56,1,4,pDC,DC,DC,0
WMC329361_GSM3496440_AB4233_Tu,0,3025.0,1265,5,5,Mono/Macro,3.5403363819401705,155,1,26,Mono/Macro,Mono/Macro,M1,0
WMC329641_GSM3496441_AB4234_Tu,0,1760.0,700,5,5,Mono/Macro,3.5403363819401705,156,1,26,Mono/Macro,Mono/Macro,M1,0
W702957_GSM3496336_AB2541_Tumo,0,2187.0,808,0,0,CD8Tex,3.0066744286892493,51,1,4,CD8Tex,CD8Tex,CD8Tex,0
W843967_GSM3496361_AB2916_Tumo,0,1400.0,565,3,3,CD4Tconv,1.0945560605446019,76,1,12,CD4Tconv,CD4Tconv,CD4Tnaive,0
W545601_GSM3496299_AB2103_Tumo,0,1682.0,732,7,7,Mono/Macro,4.5137206227938425,14,1,2,Mono/Macro,Mono/Macro,Monocyte,0
W464466_GSM3496288_AB1892_Tumo,0,7820.0,2342,5,5,Mono/Macro,3.5403363819401705,3,1,14,Mono/Macro,Mono/Macro,M1,0
W694276_GSM3496332_AB2518_Tumo,0,1205.0,569,0,0,CD8Tex,3.0066744286892493,47,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC292945_GSM3496430_AB4138_Tu,0,4381.0,1167,15,15,Plasma,2.2459200087458866,145,1,17,Plasma,Plasma,Plasma,0
WMC627976_GSM3496467_AB5019_Tu,0,2474.0,960,1,1,CD8Tex,4.089338694095589,182,1,22,CD8Tex,CD8Tex,CD8Tex,0
WMC251233_GSM3496409_AB4029_Tu,0,1162.0,501,2,2,B,4.4137903050582095,124,1,18,B,B,B,0
WMC379714_GSM3496452_AB4364_PB,0,2415.0,836,4,4,Mono/Macro,5.045165456293893,167,0,5,Mono/Macro,Mono/Macro,Monocyte,0
W842603_GSM3496358_AB2913_Tumo,0,11183.0,1227,12,12,Plasma,2.8827375079550275,73,1,28,Plasma,Plasma,Plasma,0
W702923_GSM3496336_AB2541_Tumo,0,1813.0,697,0,0,CD8Tex,3.0066744286892493,51,1,4,CD8Tex,CD8Tex,CD8Tex,0
W872194_GSM3496367_AB2990_Tumo,0,1772.0,618,11,11,pDC,2.9395231999772227,82,1,12,pDC,DC,DC,0
W543302_GSM3496293_AB2097_Tumo,0,1427.0,722,5,5,Mono/Macro,3.5403363819401705,8,1,14,Mono/Macro,Mono/Macro,M1,0
WMC137732_GSM3496394_AB3725_Tu,0,2840.0,814,18,18,Mono/Macro,1.7507389384025052,109,1,16,Mono/Macro,Mono/Macro,Monocyte,0
WMC292261_GSM3496428_AB4136_Tu,0,1279.0,544,8,8,CD8Tex,2.3728707457939557,143,1,17,CD8Tex,CD8Tex,CD8Tex,0
WMC0038168_GSM3496379_AB3095_T,0,7343.0,1800,12,12,Plasma,2.8827375079550275,94,1,29,Plasma,Plasma,Plasma,0
WMC0110576_GSM3496390_AB3283_T,0,1703.0,731,0,0,CD8Tex,3.0066744286892493,105,1,13,CD8Tex,CD8Tex,CD8Tex,0
WMC784136_GSM3496480_AB5426_PB,0,2331.0,660,3,3,CD4Tconv,1.0945560605446019,195,0,9,CD4Tconv,CD4Tconv,CD4Tnaive,0
W685727_GSM3496310_AB2496_Tumo,0,2684.0,786,2,2,B,4.4137903050582095,25,1,6,B,B,B,0
WMC626106_GSM3496463_AB5015_Tu,0,1514.0,627,0,0,CD8Tex,3.0066744286892493,178,1,22,CD8Tex,CD8Tex,CD8Tex,0
W839795_GSM3496350_AB2905_Tumo,0,1791.0,543,3,3,CD4Tconv,1.0945560605446019,65,1,8,CD4Tconv,CD4Tconv,CD4Tnaive,0
W687463_GSM3496315_AB2501_Tumo,0,2117.0,642,2,2,B,4.4137903050582095,30,1,6,B,B,B,0
W839236_GSM3496349_AB2904_Tumo,0,1613.0,546,3,3,CD4Tconv,1.0945560605446019,64,1,8,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC0038412_GSM3496379_AB3095_T,0,1448.0,637,2,2,B,4.4137903050582095,94,1,29,B,B,B,0
W687555_GSM3496315_AB2501_Tumo,0,1579.0,619,2,2,B,4.4137903050582095,30,1,6,B,B,B,0
WMC293091_GSM3496430_AB4138_Tu,0,3159.0,1254,2,2,B,4.4137903050582095,145,1,17,B,B,B,0
WMC250994_GSM3496409_AB4029_Tu,0,3206.0,1190,4,4,Mono/Macro,5.045165456293893,124,1,18,Mono/Macro,Mono/Macro,Monocyte,0
WMC327836_GSM3496436_AB4229_Tu,0,1517.0,670,1,1,CD8Tex,4.089338694095589,151,1,26,CD8Tex,CD8Tex,CD8Tex,0
W839314_GSM3496349_AB2904_Tumo,0,1628.0,561,3,3,CD4Tconv,1.0945560605446019,64,1,8,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC222300_GSM3496406_AB3946_Tu,0,1324.0,598,7,7,Mono/Macro,4.5137206227938425,121,1,1,Mono/Macro,Mono/Macro,Monocyte,0
WMC627771_GSM3496467_AB5019_Tu,0,2364.0,956,10,10,TMKI67,3.9990709402858386,182,1,22,TMKI67,TMKI67,TMKI67,0
WMC250263_GSM3496407_AB4027_Tu,0,2261.0,913,6,6,CD8Tex,3.0350785138802134,122,1,18,CD8Tex,CD8Tex,CD8Tex,0
W702787_GSM3496336_AB2541_Tumo,0,2377.0,982,6,6,CD8Tex,3.0350785138802134,51,1,4,CD8Tex,CD8Tex,CD8Tex,0
WMC809815_GSM3496487_AB5493_PB,0,2071.0,571,4,4,Mono/Macro,5.045165456293893,202,0,21,Mono/Macro,Mono/Macro,Monocyte,0
W685060_GSM3496308_AB2494_Tumo,0,6165.0,954,12,12,Plasma,2.8827375079550275,23,1,6,Plasma,Plasma,Plasma,0
WMC0034697_GSM3496370_AB3086_T,0,2959.0,1206,0,0,CD8Tex,3.0066744286892493,85,1,29,CD8Tex,CD8Tex,CD8Tex,0
W693545_GSM3496331_AB2517_Tumo,0,1463.0,608,1,1,CD8Tex,4.089338694095589,46,1,24,CD8Tex,CD8Tex,CD8Tex,0
